sentence_id,word_id,content,FFD,GD,GPT,TRT,nFix,reading_order,node_id,node_type,instance,word_index,word,depth,degree,in_degree,out_degree
182,182_8,and,74.25,74.25,1027.0,154.25,1.75,8.0,a,instance,and,0,and,0,2,0,2
183,183_11,middle,101.5,117.94,230.89,230.17,2.17,11.0,m,instance,middle,0,middle,4,1,1,0
183,183_12,initial,116.44,130.56,194.75,201.88,1.75,12.0,i,instance,initial,0,initial,3,2,1,1
183,183_14,never,113.23,123.38,180.54,141.85,1.38,14.0,n4,instance,never,0,never,0,1,1,0
183,183_2,Grant,110.29,122.14,197.71,185.86,1.5,2.0,n,instance,name,0,Grant,2,2,1,1
183,183_21,Simpson.,112.06,122.82,652.41,144.59,1.29,21.0,n5,instance,name,0,Simpson,0,2,1,1
183,183_5,form,123.23,123.23,148.69,186.31,1.54,5.0,f,instance,form,0,form,1,2,1,1
183,183_8,new,105.21,119.14,154.29,155.29,1.57,8.0,n3,instance,new,0,new,3,1,1,0
184,184_0,He,105.0,105.0,105.0,105.0,1.0,0.0,h,instance,he,0,he,1,2,2,0
184,184_11,class,158.29,186.29,239.24,204.12,1.35,11.0,c,instance,class,0,class,2,2,1,1
184,184_3,West,102.79,117.86,117.86,131.86,1.29,3.0,n,instance,name,0,West,2,3,1,2
184,184_4,Point,92.27,92.27,97.27,119.33,1.27,4.0,n,instance,name,1,Point,2,3,1,2
184,184_6,"1843,",159.53,228.76,262.12,343.41,2.06,6.0,d,instance,date-entity,0,1843,1,2,1,1
185,185_10,and,94.0,94.0,141.38,94.0,1.0,10.0,a,instance,and,0,and,3,3,1,2
185,185_11,expert,122.5,137.17,207.89,222.72,1.89,11.0,e2,instance,expert-01,0,expert-01,4,3,1,2
185,185_2,"academy,",100.71,111.0,166.64,228.0,1.93,2.0,a2,instance,academy,0,academy,1,1,1,0
186,186_0,Grant,121.31,136.08,136.08,211.0,1.62,0.0,n,instance,name,0,Grant,4,2,1,1
186,186_12,huge,118.9,118.9,118.9,118.9,1.0,12.0,h,instance,huge,0,huge,6,1,1,0
186,186_13,numbers,105.71,110.41,118.0,120.24,1.18,13.0,n2,instance,number,0,number,5,3,2,1
186,186_15,cigars,114.93,130.14,133.79,142.0,1.36,15.0,c,instance,cigar,0,cigar,4,2,1,1
186,186_27,years),101.09,112.55,135.73,189.73,1.36,27.0,y,instance,year,0,year,0,1,1,0
186,186_3,liquor,105.83,112.92,139.92,136.75,1.25,3.0,l,instance,liquor,0,liquor,3,2,2,0
186,186_30,well,105.25,111.25,126.92,131.58,1.25,30.0,w3,instance,well,0,well,0,1,1,0
186,186_35,throat,111.33,125.33,137.87,129.13,1.27,35.0,t2,instance,throat,0,throat,0,1,1,0
186,186_36,cancer,84.12,84.12,116.75,94.5,1.06,36.0,c4,instance,cancer,0,cancer,0,4,1,3
186,186_39,life.,80.25,80.25,1034.75,95.5,1.12,39.0,l2,instance,life,0,life,0,2,1,1
186,186_4,"and,",97.88,97.88,97.88,121.38,1.25,4.0,a,instance,and,0,and,1,3,1,2
186,186_7,American,83.54,95.85,112.31,95.85,1.23,7.0,n3,instance,name,0,American,4,4,1,3
186,186_8,Civil,112.22,121.89,121.89,121.89,1.11,8.0,n3,instance,name,1,Civil,4,4,1,3
186,186_9,"War,",102.92,108.67,130.83,114.58,1.17,9.0,w2,instance,war,0,war,3,2,1,1
187,187_1,"father,",120.59,123.76,146.82,197.18,1.59,1.0,f,instance,father-01,0,father-01,0,3,0,3
187,187_10,Pennsylvania.,109.12,203.94,519.25,241.31,2.06,10.0,n,instance,name,0,Pennsylvania,2,2,1,1
187,187_3,"tanner,",147.27,164.33,259.0,225.13,1.6,3.0,t,instance,tanner-01,0,tanner-01,0,2,0,2
187,187_4,and,119.62,119.62,119.62,170.75,1.5,4.0,a,instance,and,0,and,1,3,1,2
187,187_6,mother,94.0,94.0,132.08,122.33,1.33,6.0,m,instance,mother-01,0,mother-01,0,3,0,3
188,188_0,Kennedy,133.88,148.75,148.75,255.81,1.56,0.0,n,instance,name,0,Kennedy,2,2,1,1
188,188_3,member,102.5,115.88,139.38,135.19,1.38,3.0,m,instance,member-01,0,member-01,0,3,0,3
188,188_6,prominent,112.88,155.59,168.82,177.94,1.71,6.0,p2,instance,prominent,0,prominent,2,1,1,0
188,188_7,Kennedy,106.17,110.83,150.56,123.83,1.17,7.0,n,instance,name,0,Kennedy,2,2,1,1
188,188_8,political,126.38,126.38,131.77,126.38,1.0,8.0,p3,instance,political,0,political,2,1,1,0
188,188_9,family.,111.38,124.54,341.23,124.54,1.15,9.0,f,instance,family,0,family,1,4,1,3
189,189_10,person,102.93,108.07,108.07,129.57,1.29,10.0,p,instance,person,0,person,0,5,3,2
189,189_11,ever,117.18,117.18,117.18,131.91,1.18,11.0,e2,instance,ever,0,ever,0,1,1,0
189,189_15,president,94.29,94.29,94.29,101.35,1.06,15.0,p2,instance,president,0,president,0,2,2,0
189,189_18,"country,",108.93,126.73,126.73,162.0,1.47,18.0,c2,instance,country,0,country,0,2,1,1
189,189_2,icon,111.57,111.57,118.86,111.57,1.0,2.0,i,instance,icon,0,icon,0,2,1,1
189,189_21,age,87.1,92.9,109.3,133.8,1.4,21.0,a,instance,age-01,0,age-01,0,3,0,3
189,189_5,"liberalism,",139.76,142.71,165.18,165.12,1.24,5.0,l,instance,liberalism,0,liberalism,0,2,1,1
189,189_6,Kennedy,94.76,105.41,105.41,111.29,1.18,6.0,n,instance,name,0,Kennedy,1,2,1,1
190,190_1,this,87.45,93.82,126.91,130.73,1.55,1.0,t,instance,this,0,this,2,1,1,0
190,190_10,instances,114.46,128.77,170.15,170.69,1.62,10.0,i,instance,instance,0,instance,0,3,2,1
190,190_11,in,61.0,61.0,61.0,61.0,1.0,11.0,n,instance,name,1,in,2,4,1,3
190,190_14,Senators,109.11,122.28,122.28,129.44,1.22,14.0,s,instance,senator,0,senator,0,1,1,0
190,190_17,careers,101.13,115.2,137.87,122.13,1.2,17.0,c2,instance,career,0,career,0,2,1,1
190,190_2,"period,",99.43,99.43,138.29,118.29,1.29,2.0,p4,instance,period,0,period,1,2,1,1
190,190_22,personal,113.12,145.59,308.88,162.0,1.41,22.0,p3,instance,personal,0,personal,0,1,1,0
190,190_23,beliefs.,145.09,145.09,274.36,145.09,1.0,23.0,b2,instance,belief,0,belief,0,3,1,2
190,190_3,he,126.29,126.29,147.43,159.0,1.29,3.0,h,instance,he,0,he,1,1,1,0
190,190_5,Profiles,139.76,139.76,221.24,224.06,1.76,5.0,n,instance,name,0,Profiles,2,4,1,3
190,190_6,in,85.67,85.67,98.17,98.0,1.17,6.0,n,instance,name,1,in,2,4,1,3
190,190_7,"Courage,",141.59,167.59,271.76,218.59,1.59,7.0,n,instance,name,2,Courage,2,4,1,3
191,191_0,He,234.0,234.0,234.0,234.0,1.0,0.0,h,instance,he,0,he,1,1,1,0
191,191_10,months,117.75,133.0,133.0,133.0,1.17,10.0,m,instance,month,0,month,2,2,1,1
191,191_11,before,98.08,98.08,170.54,123.08,1.15,11.0,b,instance,before,0,before,1,3,1,2
191,191_5,early,121.53,121.53,121.53,153.53,1.33,5.0,e,instance,early,0,early,2,1,1,0
191,191_6,"1945,",128.62,135.62,170.88,229.88,1.5,6.0,d2,instance,date-entity,0,1945,1,3,1,2
191,191_7,just,169.5,183.12,183.12,183.12,1.12,7.0,j,instance,just,0,just,4,1,1,0
191,191_9,few,83.43,83.43,205.43,83.43,1.0,9.0,f,instance,few,0,few,3,2,1,1
192,192_0,He,178.0,178.0,178.0,178.0,1.0,0.0,h,instance,he,0,he,2,4,4,0
192,192_10,often,108.0,159.64,159.64,168.0,1.27,10.0,o,instance,often,0,often,0,1,1,0
192,192_13,President,103.06,112.81,143.31,152.44,1.5,13.0,p2,instance,president,0,president,0,1,1,0
192,192_14,Harry,106.15,111.31,129.85,132.85,1.23,14.0,n,instance,name,0,Harry,0,4,1,3
192,192_15,S.,131.0,131.0,131.0,131.0,1.0,15.0,n,instance,name,1,S.,0,4,1,3
192,192_16,Truman,88.92,104.0,204.83,123.0,1.33,16.0,n,instance,name,2,Truman,0,4,1,3
192,192_17,and,122.22,122.22,122.22,122.22,1.0,17.0,a,instance,and,0,and,0,3,1,2
192,192_19,rest,84.56,106.22,131.33,106.22,1.22,19.0,r3,instance,rest,0,rest,0,2,2,0
192,192_22,Democratic,98.6,108.73,244.93,114.0,1.2,22.0,n2,instance,name,0,Democratic,0,3,1,2
192,192_23,Party.,137.29,148.14,358.57,159.86,1.29,23.0,n2,instance,name,1,Party,0,3,1,2
192,192_3,"twice,",101.13,105.73,118.73,128.2,1.2,3.0,t,instance,twice,0,twice,2,1,1,0
192,192_7,mixed,102.73,110.2,113.87,139.33,1.4,7.0,m,instance,mixed,0,mixed,3,1,1,0
192,192_9,"record,",102.31,102.31,223.5,123.56,1.25,9.0,r2,instance,record,0,record,2,3,1,2
193,193_10,year.,87.1,87.1,611.4,95.4,1.1,10.0,y,instance,year,0,year,2,2,1,1
193,193_2,U.S.,108.64,113.86,120.0,138.71,1.29,2.0,n,instance,name,0,U.S.,2,3,1,2
193,193_3,Navy,119.54,126.54,135.46,194.69,1.54,3.0,n,instance,name,1,Navy,2,3,1,2
193,193_9,that,178.0,184.25,416.58,184.25,1.08,9.0,t,instance,that,0,that,3,1,1,0
194,194_0,By,153.5,153.5,153.5,153.5,1.0,0.0,b,instance,by,0,by,1,2,1,1
194,194_10,conservative,160.85,210.46,365.77,287.77,2.15,10.0,c,instance,conservative,0,conservative,2,1,1,0
194,194_11,Republican,127.57,160.93,183.5,212.29,1.64,11.0,r,instance,republican,0,republican,2,1,1,0
194,194_12,Barry,109.93,109.93,172.93,157.43,1.43,12.0,n2,instance,name,0,Barry,2,3,1,2
194,194_13,Goldwater.,160.6,196.07,739.13,300.13,1.93,13.0,n2,instance,name,1,Goldwater,2,3,1,2
194,194_2,1964,125.13,162.87,166.87,338.93,2.4,2.0,d,instance,date-entity,0,1964,3,2,1,1
194,194_3,"election,",132.5,143.12,151.56,207.19,1.62,3.0,e,instance,election,0,election,2,2,1,1
194,194_4,Reagan,104.29,108.47,120.65,145.0,1.29,4.0,n,instance,name,0,Reagan,2,2,1,1
194,194_7,outspoken,106.5,162.81,198.81,229.81,1.81,7.0,o,instance,outspoken,0,outspoken,1,1,1,0
195,195_10,says,124.54,132.23,278.69,185.23,1.46,10.0,s,instance,say-01,0,say-01,0,4,0,4
195,195_13,"autobiography,",93.31,109.31,228.75,149.69,1.56,13.0,a2,instance,autobiography,0,autobiography,1,2,1,1
195,195_18,after,115.5,125.81,197.81,173.25,1.62,18.0,a,instance,after,0,after,2,2,1,1
195,195_19,countless,86.75,103.81,181.25,130.75,1.56,19.0,c3,instance,countless,0,countless,4,1,1,0
195,195_2,requests,122.47,122.47,165.47,216.88,1.82,2.0,r,instance,request,0,request,0,2,1,1
195,195_21,"nights.""""",119.0,196.08,467.83,211.83,1.58,21.0,n2,instance,night,0,night,3,3,1,2
195,195_8,"Reagan,",130.62,154.54,154.54,173.15,1.31,8.0,n,instance,name,0,Reagan,2,2,1,1
196,196_1,paternal,108.25,189.31,199.75,292.0,2.38,1.0,p3,instance,paternal,0,paternal,0,1,1,0
196,196_11,"Ballyporeen,",116.35,242.06,250.29,387.35,2.88,11.0,n3,instance,name,0,Ballyporeen,2,2,1,1
196,196_12,County,125.86,130.0,206.57,177.5,1.36,12.0,c2,instance,county,0,county,2,3,1,2
196,196_13,"Tipperary,",124.81,183.81,232.19,197.5,1.69,13.0,n4,instance,name,1,Tipperary,3,3,1,2
196,196_14,Ireland,128.42,145.08,289.58,174.67,1.33,14.0,n5,instance,name,0,Ireland,4,2,1,1
196,196_2,"great-grandfather,",128.69,234.31,283.88,357.81,2.69,2.0,g,instance,great-grandfather-01,0,great-grandfather-01,0,4,0,4
196,196_3,Michael,132.0,149.59,149.59,260.71,1.88,3.0,n,instance,name,0,Michael,2,3,1,2
196,196_4,"Reagan,",117.65,134.65,278.12,196.53,1.76,4.0,n,instance,name,1,Reagan,2,3,1,2
196,196_8,United,77.07,77.07,167.0,175.2,1.8,8.0,n2,instance,name,0,United,2,3,1,2
196,196_9,States,90.67,90.67,197.44,154.67,1.56,9.0,n2,instance,name,1,States,2,3,1,2
197,197_5,family,112.62,112.62,112.62,149.15,1.23,5.0,f,instance,family,0,family,2,2,2,0
197,197_9,Regan.,201.8,308.47,620.13,368.33,1.73,9.0,n2,instance,name,0,Regan,1,2,1,1
198,198_1,maternal,119.17,178.83,211.72,396.61,2.83,1.0,m,instance,maternal,0,maternal,3,1,1,0
198,198_11,"Paisley,",149.73,173.6,173.6,186.67,1.27,11.0,n2,instance,name,0,Paisley,2,2,1,1
198,198_12,Scotland,114.12,114.12,171.94,122.12,1.06,12.0,n3,instance,name,0,Scotland,3,2,1,1
198,198_15,early,120.27,127.64,127.64,127.64,1.09,15.0,e,instance,early,0,early,2,1,1,0
198,198_2,"great-grandfather,",110.5,233.67,421.89,483.89,3.78,2.0,g,instance,great-grandfather,0,great-grandfather,2,3,1,2
198,198_3,John,127.53,127.53,223.6,145.6,1.13,3.0,n,instance,name,0,John,2,3,1,2
198,198_4,"Wilson,",109.27,113.73,175.6,160.93,1.47,4.0,n,instance,name,1,Wilson,2,3,1,2
198,198_8,United,114.33,131.47,408.33,172.53,1.6,8.0,n4,instance,name,0,United,2,3,1,2
198,198_9,States,110.62,110.62,162.5,125.25,1.12,9.0,n4,instance,name,1,States,2,3,1,2
199,199_10,and,110.25,110.25,110.25,143.5,1.25,10.0,a,instance,and,0,and,1,3,1,2
199,199_13,foreign,138.94,151.06,213.65,249.12,1.76,13.0,f,instance,foreign,0,foreign,3,1,1,0
199,199_14,policy,82.3,89.3,192.1,127.5,1.6,14.0,p2,instance,policy,0,policy,2,4,3,1
199,199_17,Soviet,113.9,113.9,113.9,135.1,1.2,17.0,n4,instance,name,0,Soviet,0,3,1,2
199,199_18,Union,104.83,104.83,104.83,111.58,1.08,18.0,n4,instance,name,1,Union,0,3,1,2
199,199_19,and,89.6,89.6,89.6,89.6,1.0,19.0,a,instance,and,0,and,1,3,1,2
199,199_20,Socialist,104.73,130.8,130.8,179.0,1.73,20.0,s,instance,socialist,0,socialist,0,1,1,0
199,199_21,movements,112.53,126.8,190.67,160.47,1.47,21.0,m2,instance,movement-04,0,movement-04,0,4,1,3
199,199_24,world.,112.73,112.73,698.47,124.4,1.13,24.0,w,instance,world,0,world,0,1,1,0
199,199_5,new,108.75,123.0,123.0,182.0,1.67,5.0,n,instance,new-01,0,new-01,0,2,0,2
199,199_7,"policies,",125.06,140.75,231.56,190.5,1.69,7.0,p2,instance,policy,0,policy,2,4,3,1
199,199_9,Reaganomics,176.38,281.94,529.12,423.62,2.88,9.0,n3,instance,name,0,Reaganomics,0,2,1,1
200,200_0,Reagan,87.64,93.91,93.91,153.91,1.73,0.0,n,instance,name,0,Reagan,3,2,1,1
200,200_16,astigmatism.,141.33,499.53,611.0,529.13,3.33,16.0,a,instance,astigmatism,0,astigmatism,0,2,1,1
200,200_4,go,132.58,132.58,161.33,146.58,1.17,4.0,g,instance,go-01,0,go-01,2,5,1,4
200,200_5,overseas,106.27,127.93,159.2,178.07,1.73,5.0,o,instance,overseas,0,overseas,3,1,1,0
200,200_7,combat,117.35,165.06,197.88,172.71,1.53,7.0,c2,instance,combat-01,0,combat-01,4,2,1,1
200,200_8,"duty,",104.54,110.69,154.08,125.46,1.23,8.0,d,instance,duty-01,0,duty-01,3,3,1,2
201,201_0,Reagan,110.94,125.44,125.44,212.31,1.62,0.0,n,instance,name,0,Reagan,2,2,1,1
201,201_14,President,101.53,119.6,200.27,180.67,1.93,14.0,p2,instance,president,0,president,2,1,1,0
201,201_15,Walter,100.79,104.5,151.29,128.79,1.29,15.0,n2,instance,name,0,Walter,3,3,1,2
201,201_16,Mondale,114.0,153.75,153.75,188.75,1.69,16.0,n2,instance,name,1,Mondale,3,3,1,2
201,201_22,states,95.12,102.31,139.56,128.56,1.38,22.0,s,instance,state,0,state,4,3,2,1
201,201_23,and,105.62,105.62,399.38,120.25,1.12,23.0,a,instance,and,0,and,2,3,1,2
201,201_25,nearly,90.0,97.82,97.82,97.82,1.09,25.0,n4,instance,nearly,0,nearly,5,1,1,0
201,201_30,popular,129.5,168.19,499.94,235.19,1.62,30.0,p6,instance,popular,0,popular,5,1,1,0
201,201_31,vote.,120.2,213.6,418.0,213.6,1.4,31.0,v2,instance,vote-01,0,vote-01,4,3,1,2
201,201_5,landslide,124.38,161.88,199.5,165.31,1.5,5.0,l,instance,landslide,0,landslide,1,1,1,0
201,201_8,1984,126.81,180.88,199.0,203.81,1.62,8.0,d,instance,date-entity,0,1984,2,2,1,1
202,202_0,Reagan,110.5,117.71,117.71,217.57,1.57,0.0,n,instance,name,0,Reagan,2,2,1,1
202,202_3,early,107.71,123.41,183.12,171.65,1.59,3.0,e,instance,early,0,early,2,1,1,0
202,202_4,gift,100.43,107.86,149.0,120.0,1.29,4.0,g,instance,gift-01,0,gift-01,1,4,1,3
202,202_7,and,69.83,69.83,69.83,69.83,1.0,7.0,a,instance,and,0,and,2,3,1,2
203,203_0,He,90.0,90.0,90.0,90.0,1.0,0.0,h,instance,he,0,he,1,7,7,0
203,203_10,Chicago,130.71,167.82,167.82,202.65,1.41,10.0,n,instance,name,0,Chicago,0,3,1,2
203,203_11,Cubs,119.23,126.54,132.92,168.85,1.46,11.0,n,instance,name,1,Cubs,0,3,1,2
203,203_12,baseball,108.31,108.31,143.31,158.0,1.38,12.0,b,instance,baseball,0,baseball,0,1,1,0
203,203_13,"games,",108.73,116.64,116.64,116.64,1.09,13.0,g,instance,game,0,game,0,5,3,2
203,203_15,only,97.55,97.55,126.82,104.64,1.09,15.0,o3,instance,only,0,only,0,1,1,0
203,203_17,bare,95.2,112.73,127.13,137.6,1.4,17.0,b2,instance,bare,0,bare,0,1,1,0
203,203_18,outlines,110.57,130.86,168.64,148.93,1.5,18.0,o2,instance,outline,0,outline,0,4,1,3
203,203_21,game,91.75,97.58,196.33,125.33,1.33,21.0,g,instance,game,0,game,0,5,3,2
203,203_24,ticker,112.47,126.93,160.67,167.0,1.4,24.0,t,instance,ticker,0,ticker,0,1,1,0
203,203_25,and,106.5,106.5,130.33,128.0,1.17,25.0,a3,instance,and,0,and,0,3,1,2
203,203_29,imagination,124.76,137.65,137.65,137.65,1.18,29.0,i,instance,imagination,0,imagination,0,2,1,1
203,203_3,radio,88.09,93.73,93.73,118.09,1.36,3.0,r,instance,radio,0,radio,0,1,1,0
203,203_30,and,85.0,85.0,85.0,85.0,1.0,30.0,a3,instance,and,0,and,0,3,1,2
203,203_31,storytelling,106.2,122.6,122.6,130.67,1.33,31.0,s,instance,storytelling,0,storytelling,0,1,1,0
203,203_32,gifts,112.82,119.64,125.0,140.27,1.18,32.0,g3,instance,gift,0,gift,0,3,1,2
203,203_37,game.,129.83,129.83,331.5,145.33,1.17,37.0,g,instance,game,0,game,0,5,3,2
203,203_7,affiliate,108.0,119.0,162.93,134.33,1.33,7.0,a2,instance,affiliate-01,0,affiliate-01,0,4,1,3
204,204_10,Louis,110.0,117.5,301.0,150.17,1.33,10.0,n2,instance,name,1,Louis,0,4,1,3
204,204_11,Cardinals,84.53,93.06,214.24,136.12,1.59,11.0,n2,instance,name,2,Cardinals,0,4,1,3
204,204_12,"game,",102.42,107.92,107.92,107.92,1.08,12.0,g,instance,game-01,0,game-01,0,3,0,3
204,204_14,wire,130.71,147.36,163.21,198.93,1.71,14.0,w,instance,wire,0,wire,1,1,1,0
204,204_2,"1934,",225.44,258.25,396.19,388.38,2.19,2.0,d2,instance,date-entity,0,1934,1,2,1,1
204,204_3,during,109.0,155.25,170.69,205.81,1.62,3.0,d,instance,during,0,during,1,2,1,1
204,204_6,inning,118.0,130.92,292.42,176.92,1.58,6.0,i,instance,inning,0,inning,2,3,2,1
205,205_0,Reagan,134.56,141.94,141.94,222.75,1.5,0.0,n,instance,name,0,Reagan,2,2,1,1
205,205_10,both,111.82,111.82,156.36,120.45,1.09,10.0,b,instance,both,0,both,0,1,1,0
205,205_11,teams,103.58,103.58,103.58,103.58,1.0,11.0,t,instance,team,0,team,0,2,1,1
205,205_14,pitches),104.79,165.79,210.14,182.43,1.86,14.0,p4,instance,pitch-01,0,pitch-01,0,2,1,1
205,205_15,until,114.93,114.93,114.93,114.93,1.0,15.0,u,instance,until,0,until,1,2,1,1
205,205_17,wire,92.31,111.75,191.56,124.12,1.38,17.0,w,instance,wire,0,wire,3,1,1,0
205,205_5,play-by-play,115.71,261.65,321.29,294.0,2.76,5.0,p2,instance,play-by-play,0,play-by-play,1,3,2,1
206,206_0,When,128.82,160.73,160.73,177.91,1.36,0.0,w,instance,when,0,when,1,2,1,1
206,206_1,left-wing,125.75,213.88,327.94,315.0,2.5,1.0,l,instance,left-wing,0,left-wing,2,1,1,0
206,206_12,list,126.42,126.42,156.08,153.83,1.33,12.0,l2,instance,list,0,list,0,2,2,0
206,206_14,demands,122.47,127.24,130.24,135.59,1.18,14.0,d2,instance,demand-01,0,demand-01,0,3,0,3
206,206_17,free,82.5,82.5,82.5,82.5,1.0,17.0,f2,instance,free,0,free,0,1,1,0
206,206_2,SLA,126.33,126.33,151.92,202.25,1.42,2.0,n,instance,name,0,SLA,3,2,1,1
206,206_20,food,119.14,119.14,151.71,146.93,1.29,20.0,f,instance,food,0,food,0,1,1,0
206,206_24,Reagan,99.53,103.0,126.87,139.0,1.53,24.0,n4,instance,name,0,Reagan,4,2,1,1
206,206_3,terrorists,131.73,158.67,191.67,234.07,1.93,3.0,t,instance,terrorist,0,terrorist,1,4,2,2
206,206_31,good,106.27,112.91,112.91,129.36,1.27,31.0,g,instance,good,0,good,4,1,1,0
206,206_32,time,88.73,94.36,94.36,117.64,1.27,32.0,t2,instance,time,0,time,3,3,1,2
206,206_35,outbreak,105.75,142.25,150.88,195.94,1.94,35.0,o2,instance,outbreak-01,0,outbreak-01,4,3,1,2
206,206_37,botulism.,147.24,331.0,1100.12,511.94,2.88,37.0,n5,instance,name,0,botulism,6,2,1,1
206,206_5,Patty,130.94,130.94,143.06,151.19,1.19,5.0,n2,instance,name,0,Patty,2,3,1,2
206,206_6,Hearst,108.12,136.41,149.65,164.0,1.53,6.0,n2,instance,name,1,Hearst,2,3,1,2
206,206_8,Berkeley,118.29,187.29,187.29,240.47,2.0,8.0,n3,instance,name,0,Berkeley,2,2,1,1
206,206_9,and,88.67,88.67,109.17,105.33,1.17,9.0,a,instance,and,0,and,0,2,0,2
207,207_0,Hodgkin,141.75,187.38,187.38,220.0,1.62,0.0,n,instance,name,0,Hodgkin,3,2,1,1
207,207_1,and,83.55,83.55,191.55,122.82,1.27,1.0,a,instance,and,0,and,1,4,1,3
207,207_10,Carew,146.13,162.47,232.67,178.07,1.27,10.0,n3,instance,name,1,Carew,3,4,1,3
207,207_11,"Eccles,",108.2,118.6,214.0,145.67,1.33,11.0,n3,instance,name,2,Eccles,3,4,1,3
207,207_16,research,105.0,176.47,233.2,201.27,1.8,16.0,r,instance,research-01,0,research-01,0,4,1,3
207,207_2,Huxley,108.0,120.82,203.59,202.94,1.82,2.0,n2,instance,name,0,Huxley,3,2,1,1
207,207_5,prize,106.0,110.27,147.33,118.73,1.13,5.0,p4,instance,prize,0,prize,1,1,1,0
207,207_6,that,136.18,136.18,173.55,203.82,1.64,6.0,t,instance,that,0,that,2,1,1,0
207,207_7,year,104.42,119.58,241.0,119.58,1.17,7.0,y,instance,year,0,year,1,2,1,1
207,207_9,John,83.5,88.75,88.75,95.58,1.17,9.0,n3,instance,name,0,John,3,4,1,3
208,208_0,Hodgkin,120.33,158.47,158.47,208.73,1.6,0.0,n1,instance,name,0,Hodgkin,4,2,1,1
208,208_1,and,72.44,72.44,177.56,82.67,1.11,1.0,a,instance,and,0,and,2,4,1,3
208,208_10,"channels,",115.62,163.75,363.88,280.44,2.19,10.0,c,instance,channel,0,channel,2,3,2,1
208,208_14,only,102.08,102.08,263.62,108.08,1.08,14.0,o,instance,only,0,only,0,1,1,0
208,208_15,decades,130.4,170.4,296.67,209.2,1.73,15.0,d,instance,decade,0,decade,0,1,1,0
208,208_3,findings,123.47,127.4,144.8,219.53,1.8,3.0,f,instance,finding-01,0,finding-01,1,3,1,2
208,208_6,pair,115.07,120.2,125.73,134.87,1.2,6.0,p3,instance,pair,0,pair,1,3,3,0
208,208_8,hypothesize,144.75,243.94,308.12,334.88,2.19,8.0,h,instance,hypothesize-01,0,hypothesize-01,1,4,1,3
208,208_9,ion,111.2,119.5,140.0,197.7,1.8,9.0,i,instance,ion,0,ion,3,1,1,0
209,209_0,He,95.67,95.67,95.67,221.67,1.33,0.0,h,instance,he,0,he,1,3,3,0
209,209_10,and,99.2,99.2,99.2,99.2,1.0,10.0,a,instance,and,0,and,1,3,1,2
209,209_11,senior,121.13,147.33,349.73,214.07,1.8,11.0,s3,instance,senior,0,senior,3,1,1,0
209,209_12,seasons.,163.25,170.67,375.75,183.42,1.25,12.0,s,instance,season,0,season,2,3,1,2
209,209_5,team,126.75,157.25,232.31,197.56,1.69,5.0,t,instance,team,0,team,2,2,1,1
209,209_6,All-American,115.0,147.94,224.12,173.88,1.65,6.0,n2,instance,name,0,All-American,2,2,1,1
209,209_9,junior,111.42,117.33,200.5,147.0,1.42,9.0,j,instance,junior,0,junior,3,1,1,0
210,210_1,"1986,",144.71,199.14,204.5,289.79,1.71,1.0,d,instance,date-entity,0,1986,1,2,1,1
210,210_11,late,106.25,106.25,134.42,157.83,1.42,11.0,l,instance,late-02,0,late-02,0,2,1,1
210,210_12,President,103.0,103.0,172.0,134.62,1.31,12.0,p4,instance,president-01,0,president-01,0,3,0,3
210,210_15,United,108.82,114.18,128.0,133.09,1.36,15.0,n4,instance,name,0,United,0,3,1,2
210,210_16,States,89.57,89.57,119.86,89.57,1.0,16.0,n4,instance,name,1,States,0,3,1,2
210,210_17,John,98.62,98.62,203.88,130.62,1.38,17.0,n3,instance,name,0,John,0,7,1,6
210,210_18,F.,151.89,151.89,345.67,161.0,1.11,18.0,n3,instance,name,1,F.,0,7,1,6
210,210_19,Kennedy.,101.42,101.42,538.0,123.83,1.25,19.0,n3,instance,name,2,Kennedy,0,7,1,6
210,210_2,Schwarzenegger,101.07,174.53,215.13,254.0,2.4,2.0,n,instance,name,0,Schwarzenegger,2,2,1,1
210,210_4,TV,86.17,86.17,86.17,86.17,1.0,4.0,t,instance,tv,0,tv,0,1,1,0
210,210_5,journalist,107.19,154.75,154.75,184.44,1.81,5.0,j,instance,journalist-01,0,journalist-01,0,3,0,3
210,210_6,Maria,108.5,112.86,112.86,112.86,1.07,6.0,n2,instance,name,0,Maria,2,3,1,2
210,210_7,"Shriver,",109.38,174.15,291.69,308.23,2.31,7.0,n2,instance,name,1,Shriver,2,3,1,2
211,211_0,Klaas,155.67,223.07,223.07,460.33,2.87,0.0,n,instance,name,0,Klaas,2,2,1,1
211,211_10,"games,",119.44,153.12,349.62,310.25,2.75,10.0,g,instance,game,0,game,2,2,1,1
211,211_13,goals,125.33,139.2,337.2,235.47,2.0,13.0,g2,instance,goal,0,goal,0,2,1,1
211,211_14,and,106.25,106.25,182.0,106.25,1.0,14.0,a,instance,and,0,and,0,3,1,2
211,211_16,assists.,130.8,191.93,1127.67,237.0,1.8,16.0,a2,instance,assist-01,0,assist-01,0,3,1,2
211,211_3,career,122.75,146.88,226.94,279.25,2.25,3.0,c,instance,career,0,career,1,2,1,1
211,211_5,Washington,115.0,133.47,241.82,270.59,2.59,5.0,n2,instance,name,0,Washington,2,2,1,1
212,212_11,round,103.44,109.75,200.12,171.12,1.44,11.0,r,instance,round,0,round,2,3,2,1
